what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334766609744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334766631916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334766660666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334766664182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334766685479
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1334766688838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334766698744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767100072
started,bundle,org.eclipse.dltk.debug,3.0.1.v20110824,"org.eclipse.dltk.debug",1334767100494
started,bundle,org.eclipse.dltk.debug.ui,3.0.0.v20110423,"org.eclipse.dltk.debug.ui",1334767100510
started,bundle,org.eclipse.dltk.ruby.debug.ui,3.0.0.v20110424,"org.eclipse.dltk.ruby.debug.ui",1334767100510
activated,editor,org.eclipse.dltk.ruby.ui,3.0.0.v20110423,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1334767100525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767111525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767138963
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1334767138979
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1334767191338
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1334767191354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767198885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1334767198900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767218807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767244041
opened,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1334767267979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767268010
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1334767268025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334767284947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334767285338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767287369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1334767287416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767298400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334767349041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334767349916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334767353838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334767354854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334767356463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767362916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767444150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334767445416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334767446088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334767446479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334767446854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334767447744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334767472166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767473682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767585994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334767616822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767619322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767640947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767645838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334767703604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334767731900
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1334772796135
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1334772796135
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1334772796135
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1334772796135
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1334772796135
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1334772796150
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1334772796150
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1334772796150
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1334772796150
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1334772796150
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1334772796150
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1334772796150
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1334772796150
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1334772796150
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1334772796150
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1334772796150
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1334772796150
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1334772796150
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1334772796150
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1334772796150
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1334772796150
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1334772796150
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1334772796150
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1334772796150
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1334772796166
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1334772796166
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1334772796166
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1334772796166
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1334772796166
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1334772796166
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1334772796166
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1334772796166
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1334772796166
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1334772796229
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1334772796229
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1334772796229
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1334772796229
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1334772796229
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1334772796276
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1334772796276
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1334772796276
started,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1334772796276
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1334772796276
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1334772796276
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1334772796276
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1334772796276
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1334772796276
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1334772796276
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1334772796276
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1334772796276
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1334772796276
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1334772796339
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1334772796339
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1334772796339
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1334772796339
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1334772796339
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1334772796339
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1334772796339
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1334772796339
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1334772796339
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1334772796339
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1334772796339
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1334772796339
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1334772796339
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1334772796339
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1334772796339
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1334772796339
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1334772796354
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1334772796354
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1334772796386
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1334772796386
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1334772796386
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1334772796433
os,sysinfo,,,"win32",1334772796433
arch,sysinfo,,,"x86",1334772796433
ws,sysinfo,,,"win32",1334772796433
locale,sysinfo,,,"en_US",1334772796433
processors,sysinfo,,,"2",1334772796433
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1334772796433
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1334772796433
java.specification.name,sysinfo,,,"Java Platform API Specification",1334772796433
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1334772796433
java.specification.version,sysinfo,,,"1.6",1334772796433
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1334772796433
java.version,sysinfo,,,"1.6.0_31",1334772796433
java.vm.info,sysinfo,,,"mixed mode, sharing",1334772796433
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1334772796433
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1334772796433
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1334772796433
java.vm.specification.version,sysinfo,,,"1.0",1334772796433
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1334772796433
java.vm.version,sysinfo,,,"20.6-b01",1334772796433
started,bundle,org.eclipse.dltk.core,3.0.1.v20110823,"org.eclipse.dltk.core",1334772796480
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1334772796495
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1334772796919
started,bundle,org.eclipse.dltk.launching,3.0.0.v20110423,"org.eclipse.dltk.launching",1334772796935
started,bundle,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui",1334772796950
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201203230726,"org.eclipse.wb.discovery.core",1334772796997
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201203230726,"org.eclipse.wb.discovery.ui",1334772797860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334772807838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334772811603
started,bundle,org.eclipse.dltk.ruby.ui,3.0.0.v20110423,"org.eclipse.dltk.ruby.ui",1334772811634
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1334772812937
started,bundle,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui",1334772812984
opened,view,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui.ScriptExplorer",1334772813266
activated,perspective,org.eclipse.dltk.ruby.ui,3.0.0.v20110423,"org.eclipse.dltk.ruby.ui.RubyPerspective",1334772813454
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1334772813784
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1334772813784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1334772813799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1334772813799
started,bundle,org.eclipse.php.core,3.0.1.v201201110400,"org.eclipse.php.core",1334772814286
started,bundle,org.eclipse.dltk.core.index.sql,3.0.0.v20110423,"org.eclipse.dltk.core.index.sql",1334772814945
started,bundle,org.eclipse.dltk.core.index.sql.h2,3.0.0.v20110423,"org.eclipse.dltk.core.index.sql.h2",1334772818929
started,bundle,org.eclipse.dltk.ruby.core,3.0.0.v20110423,"org.eclipse.dltk.ruby.core",1334772820184
opened,view,org.eclipse.dltk.ruby.ui,3.0.0.v20110423,"org.eclipse.dltk.ruby.ui.Projects",1334772820577
opened,view,org.eclipse.dltk.ruby.ui,3.0.0.v20110423,"org.eclipse.dltk.ruby.ui.extbrowsing",1334772820906
opened,view,org.eclipse.dltk.ruby.ui,3.0.0.v20110423,"org.eclipse.dltk.ruby.ui.Members",1334772820922
activated,perspective,org.eclipse.dltk.ruby.ui,3.0.0.v20110423,"org.eclipse.dltk.ruby.ui.RubyBrowsingPerspective",1334772821000
